,Formatted UWI,Gas Sample Date,Intrvl Base,Intrvl Top,Sep Liq C1c,Sep Liq C2c,Sep Liq C3c,Sep Liq C6c,Sep Liq C7+c,Sep Liq CO2c,Sep Liq H2c,Sep Liq H2Sc,Sep Liq HEc,Sep Liq IC4c,Sep Liq IC5c,Sep Liq N2c,Sep Liq NC4c,Sep Liq NC5c
36,00/15-25-077-08W5/0,2/13/2020 00:00:00,1778.0,1769.0,,,,,,,,,,,,,,
37,00/06-14-048-14W4/0,3/3/1988 00:00:00,740.0,737.0,,,,,,,,,,,,,,
38,00/14-20-068-25W5/0,9/6/1985 00:00:00,1661.71,1631.0,,,,,,,,,,,,,,
39,00/14-20-068-25W5/0,9/27/1985 00:00:00,3299.0,3284.0,,,,,,,,,,,,,,
40,00/14-20-068-25W5/0,12/23/1994 00:00:00,1675.5,1670.0,,,,,,,,,,,,,,
41,00/14-20-068-25W5/0,4/7/1999 00:00:00,1640.0,1637.0,,,,,,,,,,,,,,
42,00/06-17-068-04W6/0,7/3/1965 00:00:00,3352.8,3349.8,,,,,,,,,,,,,,
43,00/06-17-068-04W6/0,7/9/1965 00:00:00,3335.1,3333.6,,,,,,,,,,,,,,
44,00/06-17-068-04W6/0,8/8/1966 00:00:00,3310.1,3286.4,,,,,,,,,,,,,,
45,00/06-17-068-04W6/0,8/10/1966 00:00:00,3310.1,3286.4,0.76,0.5,1.65,12.65,68.41,0.17,,2.64,,1.66,4.0,,3.62,3.94
46,00/06-17-068-04W6/0,8/8/1966 00:00:00,3310.1,3286.4,0.92,0.58,1.74,13.93,66.73,0.21,,2.94,,1.69,3.74,0.05,3.6,3.87
47,00/06-17-068-04W6/0,7/9/1965 00:00:00,3335.1,3333.6,6.91,1.97,2.77,9.59,62.41,0.98,,3.38,,1.76,3.18,0.1,3.65,3.3
48,00/06-17-068-04W6/0,8/8/1966 00:00:00,3310.1,3286.4,16.39,2.32,2.82,8.51,48.42,1.75,,8.34,,1.52,2.99,0.31,3.58,3.05
49,00/06-17-068-04W6/0,6/27/1966 00:00:00,3335.1,3333.6,15.36,2.0,2.42,8.81,52.95,1.44,,7.12,,1.54,2.35,0.33,3.2,2.48
50,00/06-17-068-04W6/0,7/11/1966 00:00:00,3335.1,3333.6,16.53,2.33,3.05,8.01,48.0,1.75,,8.87,,1.71,2.92,0.36,3.64,2.83
51,00/06-17-068-04W6/0,8/1/1966 00:00:00,3310.1,3286.4,17.03,2.14,2.75,8.29,48.38,1.62,,8.22,,1.63,2.86,0.4,3.61,3.07
52,00/06-17-068-04W6/0,8/10/1966 00:00:00,3310.1,3286.4,17.03,2.14,2.75,8.29,48.38,1.62,,8.22,,1.63,2.86,0.4,3.61,3.07
53,00/06-17-068-04W6/0,7/13/1965 00:00:00,3335.1,3333.6,1.08,0.68,2.56,10.22,64.11,0.27,,2.63,,2.14,4.54,0.69,5.59,5.49
54,00/09-23-042-14W4/0,5/23/1983 00:00:00,821.64,776.64,,,,,,,,,,,,,,
55,00/09-23-042-14W4/0,1/8/1988 00:00:00,918.5,917.5,,,,,,,,,,,,,,
56,00/09-23-042-14W4/0,11/29/2001 00:00:00,784.5,781.0,,,,,,,,,,,,,,
57,00/06-11-069-26W5/0,8/21/1983 00:00:00,3344.0,3310.0,,,,,,,,,,,,,,
58,00/06-11-069-26W5/0,8/22/1983 00:00:00,3228.0,3212.0,,,,,,,,,,,,,,
59,00/16-14-068-21W5/0,9/2/1985 00:00:00,2934.0,2926.0,,,,,,,,,,,,,,
60,00/06-35-046-15W4/0,6/13/1983 00:00:00,770.0,745.0,,,,,,,,,,,,,,
61,00/10-33-065-20W5/0,3/18/1979 00:00:00,1346.5,1344.0,,,,,,,,,,,,,,
62,00/10-33-065-20W5/0,2/1/1992 00:00:00,1346.3,1345.0,,,,,,,,,,,,,,
63,00/10-33-065-20W5/0,3/1/1992 00:00:00,1346.3,1345.0,,,,,,,,,,,,,,
64,00/10-33-065-20W5/0,1/29/2001 00:00:00,1346.5,1344.0,,,,,,,,,,,,,,
65,00/02-20-051-23W4/0,3/25/1980 00:00:00,1266.0,1236.0,,,,,,,,,,,,,,
66,00/02-20-051-23W4/0,12/29/1981 00:00:00,1264.5,1262.5,,,,,,,,,,,,,,
67,00/02-20-051-23W4/0,2/28/2013 00:00:00,1264.1,1244.0,,,,,,,,,,,,,,
68,00/02-20-051-23W4/0,6/24/2013 00:00:00,1264.5,1244.0,,,,,,,,,,,,,,
69,00/04-12-069-26W5/0,2/26/1982 00:00:00,3282.0,3264.0,,,,,,,,,,,,,,
70,00/02-23-066-25W5/0,7/13/2013 00:00:00,3386.3,3379.6,,,,,,,,,,,,,,
71,00/02-23-066-25W5/0,7/27/2015 00:00:00,3386.3,3379.6,,,,,,,,,,,,,,
72,00/10-23-065-20W5/0,1/28/1986 00:00:00,1398.0,1395.5,,,,,,,,,,,,,,
73,00/10-23-065-20W5/0,11/12/1991 00:00:00,1398.0,1395.5,,,,,,,,,,,,,,
74,00/10-23-065-20W5/0,1/20/2001 00:00:00,1398.0,1395.5,,,,,,,,,,,,,,
75,00/10-23-065-20W5/0,3/18/1979 00:00:00,1398.0,1395.5,22.73,3.62,4.57,4.68,54.14,0.02,,,,2.02,2.65,0.11,3.14,2.32
76,00/05-22-066-25W5/0,8/27/1983 00:00:00,1577.0,1565.0,,,,,,,,,,,,,,
77,00/05-22-066-25W5/0,5/16/2001 00:00:00,2024.0,2022.0,,0.32,1.73,8.07,77.97,,,,,0.7,2.48,,3.74,4.99
78,00/10-32-063-21W5/0,9/9/1983 00:00:00,1917.5,1908.0,,,,,,,,,,,,,,
79,00/10-32-063-21W5/0,2/25/1984 00:00:00,1641.6,1637.8,,,,,,,,,,,,,,
80,00/10-32-063-21W5/0,8/1/1983 00:00:00,1911.2,11.1,6.67,2.68,1.61,2.6,82.95,0.27,,,,0.59,0.87,0.01,0.96,0.79
81,00/14-23-067-24W5/0,4/23/1984 00:00:00,3187.0,3165.0,,,,,,,,,,,,,,
82,00/14-23-067-24W5/0,6/22/1984 00:00:00,3177.0,3165.5,,,,,,,,,,,,,,
83,00/07-27-063-18W5/0,1/12/2006 00:00:00,1471.0,1465.0,,,,,,,,,,,,,,
84,00/07-27-063-18W5/0,2/21/2007 00:00:00,1471.0,1465.0,,,,,,,,,,,,,,
85,00/07-27-063-18W5/0,2/24/2009 00:00:00,1471.0,1465.0,,,,,,,,,,,,,,
86,00/07-27-063-18W5/0,12/14/1999 00:00:00,1471.0,1465.0,4.79,1.26,2.24,6.24,77.81,0.05,,,,0.87,2.02,0.05,2.25,2.42
87,00/07-27-063-18W5/0,11/6/1999 00:00:00,1471.0,1465.0,5.91,2.2,4.33,10.01,62.81,0.07,,,,1.7,3.87,0.06,4.51,4.53
88,00/16-15-063-19W5/0,2/26/2004 00:00:00,3066.0,3047.0,,,,,,,,,,,,,,
89,00/03-22-066-03W6/0,9/9/1983 00:00:00,2339.0,2260.0,,,,,,,,,,,,,,
90,00/03-22-066-03W6/0,9/22/1983 00:00:00,2396.0,2381.0,,,,,,,,,,,,,,
91,00/08-30-052-05W5/0,8/29/1984 00:00:00,1624.0,1614.0,,,,,,,,,,,,,,
92,00/08-30-052-05W5/0,9/21/1984 00:00:00,1578.0,1574.0,,,,,,,,,,,,,,
93,00/08-30-052-05W5/0,5/13/1999 00:00:00,1629.0,1617.0,,,,,,,,,,,,,,
94,00/08-30-052-05W5/0,11/13/2003 00:00:00,1631.0,1617.0,,,,,,,,,,,,,,
95,00/12-35-063-18W5/0,3/8/2001 00:00:00,1522.0,1513.0,,,,,,,,,,,,,,
96,00/12-35-063-18W5/0,2/13/2002 00:00:00,1522.0,1513.0,,,,,,,,,,,,,,
97,00/12-35-063-18W5/0,2/3/2006 00:00:00,2269.0,2266.0,,,,,,,,,,,,,,
98,00/07-13-065-26W5/0,2/5/1981 00:00:00,2212.0,2188.0,,,,,,,,,,,,,,
99,00/07-13-065-26W5/0,2/4/1982 00:00:00,2371.0,2359.0,,,,,,,,,,,,,,
100,00/03-32-063-22W5/0,8/26/1985 00:00:00,3428.0,3417.0,,,,,,,,,,,,,,
101,00/03-32-063-22W5/0,1/25/1988 00:00:00,1970.0,1967.0,,,,,,,,,,,,,,
102,00/03-32-063-22W5/0,1/25/1988 00:00:00,1970.0,1967.0,6.64,3.44,6.84,4.97,64.14,0.27,,,,2.44,3.05,0.07,5.96,2.18
103,00/04-35-069-19W5/0,1/27/1982 00:00:00,2752.8,2749.8,,,,,,,,,,,,,,
104,00/06-21-064-25W5/0,8/14/1990 00:00:00,2088.0,2076.0,,,,,,,,,,,,,,
105,00/06-06-037-20W4/0,12/7/1960 00:00:00,1629.8,1628.5,,,,,,,,,,,,,,
106,00/13-20-065-02W6/0,7/30/1996 00:00:00,4006.0,3879.0,,,,,,,,,,,,,,
107,00/14-10-066-01W6/0,9/6/1980 00:00:00,2524.0,2512.0,,,,,,,,,,,,,,
108,00/05-36-061-18W5/0,2/26/1983 00:00:00,3070.0,3034.0,,,,,,,,,,,,,,
109,00/05-36-061-18W5/0,3/2/1983 00:00:00,3066.0,3056.0,,,,,,,,,,,,,,
110,00/05-36-061-18W5/0,3/5/1983 00:00:00,3066.0,3056.0,,,,,,,,,,,,,,
111,00/09-33-055-12W5/0,3/24/1985 00:00:00,1924.0,1904.5,,,,,,,,,,,,,,
112,00/09-33-055-12W5/0,1/4/2004 00:00:00,1892.0,1890.0,,,,,,,,,,,,,,
113,00/11-27-049-08W5/0,4/11/1980 00:00:00,2045.0,2006.0,,,,,,,,,,,,,,
114,00/11-27-049-08W5/0,6/15/1980 00:00:00,1764.0,1757.0,,,,,,,,,,,,,,
115,00/09-34-053-14W5/0,4/10/2006 00:00:00,1920.6,1916.0,,,,,,,,,,,,,,
116,00/13-21-065-24W5/0,3/8/1982 00:00:00,2282.0,2275.0,,,,,,,,,,,,,,
117,00/16-11-030-25W4/0,11/14/1988 00:00:00,2547.0,2535.0,,,,,,,,,,,,,,
118,00/16-11-030-25W4/0,11/15/1988 00:00:00,1705.0,1697.0,,,,,,,,,,,,,,
119,00/16-11-030-25W4/0,11/17/1988 00:00:00,1705.0,1697.0,,,,,,,,,,,,,,
120,00/10-30-032-23W4/0,9/20/1988 00:00:00,2403.0,2378.0,,,,,,,,,,,,,,
121,00/10-30-032-23W4/0,9/21/1988 00:00:00,1811.5,1794.0,,,,,,,,,,,,,,
122,00/15-01-063-18W5/0,2/13/1985 00:00:00,3059.0,3039.0,,,,,,,,,,,,,,
123,00/15-01-063-18W5/0,2/15/1985 00:00:00,1855.0,1847.0,,,,,,,,,,,,,,
124,00/16-36-029-23W4/0,9/10/1989 00:00:00,2185.0,2175.0,,,,,,,,,,,,,,
125,00/07-34-053-15W5/0,3/22/1988 00:00:00,2337.0,2318.0,,,,,,,,,,,,,,
126,00/14-15-036-21W4/0,5/24/1988 00:00:00,1308.7,1306.9,,,,,,,,,,,,,,
127,00/07-01-048-10W5/0,3/9/1981 00:00:00,2265.0,2249.0,,,,,,,,,,,,,,
128,00/07-01-048-10W5/0,3/6/2000 00:00:00,2265.0,2249.0,,,,,,,,,,,,,,
129,00/07-01-048-10W5/0,5/18/2001 00:00:00,2265.0,2249.0,,,,,,,,,,,,,,
130,00/07-01-048-10W5/0,5/15/2006 00:00:00,2265.0,2249.0,,,,,,,,,,,,,,
131,00/07-01-048-10W5/0,7/21/2010 00:00:00,2265.0,2249.0,,,,,,,,,,,,,,
132,00/09-17-034-25W4/0,6/30/1959 00:00:00,1739.8,1698.35,,,,,,,,,,,,,,
133,00/09-17-034-25W4/0,7/27/1960 00:00:00,1732.48,1702.0,,,,,,,,,,,,,,
134,00/09-17-034-25W4/0,8/11/1960 00:00:00,1732.48,1702.0,,,,,,,,,,,,,,
135,00/09-17-034-25W4/0,8/17/1960 00:00:00,1732.48,1702.0,,,,,,,,,,,,,,
136,00/09-17-034-25W4/0,11/30/1982 00:00:00,1730.2,1698.5,,,,,,,,,,,,,,
137,00/09-17-034-25W4/0,2/28/1990 00:00:00,1733.7,1702.0,,,,,,,,,,,,,,
138,00/09-17-034-25W4/0,11/20/2000 00:00:00,927.0,921.0,,,,,,,,,,,,,,
139,00/09-17-034-25W4/0,2/12/2003 00:00:00,1733.7,1707.5,,,,,,,,,,,,,,
140,00/09-17-034-25W4/0,5/17/1985 00:00:00,1733.7,1702.0,11.19,5.82,7.72,8.91,45.47,0.16,,,,2.91,4.59,,6.91,6.32
141,00/11-36-062-25W5/0,10/28/2004 00:00:00,1780.5,1778.0,,,,,,,,,,,,,,
142,00/11-36-062-25W5/0,1/25/2006 00:00:00,1780.5,1778.0,,,,,,,,,,,,,,
143,00/06-11-033-24W4/0,1/23/1987 00:00:00,2454.0,2447.0,,,,,,,,,,,,,,
144,00/06-11-033-24W4/0,11/14/2000 00:00:00,1663.0,1650.0,,,,,,,,,,,,,,
145,00/06-11-033-24W4/0,1/14/2003 00:00:00,1663.0,1650.0,,,,,,,,,,,,,,
146,00/06-11-033-24W4/0,12/31/1987 00:00:00,1663.0,1650.0,8.38,3.54,4.77,4.71,69.38,0.06,,,,1.6,1.82,0.15,3.3,2.29
147,00/15-35-044-02W5/0,2/1/1988 00:00:00,2317.0,2283.0,,,,,,,,,,,,,,
148,00/15-35-044-02W5/0,2/3/1988 00:00:00,2219.0,2185.0,,,,,,,,,,,,,,
149,00/15-35-044-02W5/0,2/4/1988 00:00:00,2219.0,2185.0,,,,,,,,,,,,,,
150,00/10-12-063-15W5/0,2/23/2001 00:00:00,2847.0,2785.0,,,,,,,,,,,,,,
151,00/10-12-063-15W5/0,3/4/2003 00:00:00,2847.0,2785.0,,,,,,,,,,,,,,
152,00/10-12-063-15W5/0,3/4/2003 00:00:00,2847.0,2788.0,,,,,,,,,,,,,,
153,00/10-12-063-15W5/0,4/29/2005 00:00:00,2847.0,2788.0,,,,,,,,,,,,,,
154,00/10-12-063-15W5/0,4/18/2007 00:00:00,2847.0,2788.0,,,,,,,,,,,,,,
155,00/10-12-063-15W5/0,5/9/2011 00:00:00,2847.0,2788.0,,,,,,,,,,,,,,
156,00/10-12-063-15W5/0,6/29/2011 00:00:00,2847.0,2788.0,,,,,,,,,,,,,,
157,00/10-12-063-15W5/0,4/26/2012 00:00:00,2847.0,2788.0,,,,,,,,,,,,,,
158,00/10-12-063-15W5/0,3/4/2013 00:00:00,2847.0,2788.0,,,,,,,,,,,,,,
159,00/10-12-063-15W5/0,4/15/2014 00:00:00,2847.0,2788.0,,,,,,,,,,,,,,
160,00/11-26-053-15W5/0,10/31/1978 00:00:00,3335.0,3315.0,,,,,,,,,,,,,,
161,00/16-34-063-26W5/0,9/5/1995 00:00:00,2393.0,2388.0,,,,,,,,,,,,,,
162,00/16-34-063-26W5/0,11/25/1995 00:00:00,3880.0,3808.5,,,,,,,,,,,,,,
163,00/06-14-031-27W4/0,8/29/1988 00:00:00,2280.0,2240.0,,,,,,,,,,,,,,
164,00/09-18-049-09W5/0,2/26/1981 00:00:00,2173.5,2163.4,,,,,,,,,,,,,,
165,00/09-18-049-09W5/0,4/12/1993 00:00:00,2173.5,2163.4,,,,,,,,,,,,,,
166,00/09-18-049-09W5/0,5/9/2000 00:00:00,2168.0,2163.4,,,,,,,,,,,,,,
167,00/09-18-049-09W5/0,5/12/2000 00:00:00,2168.0,2163.4,,,,,,,,,,,,,,
168,00/09-18-049-09W5/0,7/29/2002 00:00:00,2173.5,2163.4,,,,,,,,,,,,,,
169,00/09-18-049-09W5/0,3/13/2003 00:00:00,1296.0,1292.0,,,,,,,,,,,,,,
170,00/09-18-049-09W5/0,9/11/2003 00:00:00,2173.5,2163.4,,,,,,,,,,,,,,
171,00/09-18-049-09W5/0,3/25/2004 00:00:00,2173.5,2163.4,,,,,,,,,,,,,,
172,00/09-18-049-09W5/0,7/20/2010 00:00:00,2168.0,2163.4,,,,,,,,,,,,,,
173,00/09-18-049-09W5/0,1/25/2011 00:00:00,2168.0,2163.4,,,,,,,,,,,,,,
174,00/09-18-049-09W5/0,9/17/2013 00:00:00,2168.0,2163.4,,,,,,,,,,,,,,
175,00/09-18-049-09W5/0,11/21/2019 00:00:00,2168.0,2163.4,,,,,,,,,,,,,,
176,00/09-18-049-09W5/0,11/6/2020 00:00:00,1648.0,1643.0,,,,,,,,,,,,,,
177,00/09-18-049-09W5/0,2/26/1981 00:00:00,2173.5,2163.4,13.67,7.99,9.73,10.56,34.63,0.64,,,,3.89,5.33,0.07,7.75,5.74
178,00/06-24-065-17W5/0,3/12/1979 00:00:00,2224.0,2221.0,,,,,,,,,,,,,,
179,00/06-24-065-17W5/0,3/12/1979 00:00:00,2240.0,2221.0,,,,,,,,,,,,,,
180,00/09-29-065-15W5/0,1/9/1998 00:00:00,1378.0,1367.0,,,,,,,,,,,,,,
181,00/10-28-062-12W5/0,9/28/1980 00:00:00,1619.0,1602.0,,,,,,,,,,,,,,
182,00/06-10-052-16W5/0,3/17/1969 00:00:00,2607.56,2583.79,,,,,,,,,,,,,,
183,00/01-23-064-27W5/0,3/10/1995 00:00:00,1807.0,1787.0,,,,,,,,,,,,,,
184,02/14-20-047-09W5/0,7/4/1979 00:00:00,2290.0,2287.5,,,,,,,,,,,,,,
185,02/14-20-047-09W5/0,7/5/1979 00:00:00,2290.0,2287.3,,,,,,,,,,,,,,
186,02/14-20-047-09W5/0,3/6/2000 00:00:00,2290.0,2287.3,,,,,,,,,,,,,,
187,02/14-20-047-09W5/0,7/25/2012 00:00:00,2290.0,2287.3,,,,,,,,,,,,,,
188,02/14-20-047-09W5/0,1/9/2013 00:00:00,2290.0,2287.3,,,,,,,,,,,,,,
189,02/14-20-047-09W5/0,7/29/2014 00:00:00,2290.0,2287.3,,,,,,,,,,,,,,
190,02/14-20-047-09W5/0,12/4/2020 00:00:00,2290.0,2287.3,,,,,,,,,,,,,,
191,00/16-01-061-22W5/0,6/23/1982 00:00:00,3420.0,3415.0,,,,,,,,,,,,,,
192,00/16-01-061-22W5/0,11/23/2004 00:00:00,3675.1,3461.4,,,,,,,,,,,,,,
193,00/11-14-064-27W5/0,9/3/1995 00:00:00,3910.0,3828.0,,,,,,,,,,,,,,
194,00/06-29-061-18W5/0,10/8/1982 00:00:00,1797.0,1774.0,,,,,,,,,,,,,,
195,00/08-18-052-14W5/0,3/31/1981 00:00:00,3295.0,3276.0,,,,,,,,,,,,,,
196,00/08-18-052-14W5/0,4/6/1981 00:00:00,3532.0,3495.0,,,,,,,,,,,,,,
197,00/02-15-034-26W4/0,6/9/2011 00:00:00,2235.0,2224.0,,,,,,,,,,,,,,
198,00/03-22-052-19W5/0,9/22/1978 00:00:00,2628.0,2604.5,,,,,,,,,,,,,,
199,00/03-22-052-19W5/0,10/8/1978 00:00:00,3068.0,3040.0,,,,,,,,,,,,,,
200,00/10-09-062-23W5/0,12/12/1978 00:00:00,2418.0,2408.0,,,,,,,,,,,,,,
201,00/07-25-044-10W5/0,5/23/1981 00:00:00,2673.0,2667.5,,0.01,0.05,20.84,75.26,,,,,0.06,1.11,,0.26,2.41
202,00/03-09-065-12W5/0,11/25/1984 00:00:00,2711.0,2696.5,,,,,,,,,,,,,,
203,00/03-09-065-12W5/0,4/17/2000 00:00:00,2722.0,2696.5,,,,,,,,,,,,,,
204,00/03-09-065-12W5/0,4/17/2000 00:00:00,2722.0,2720.5,,,,,,,,,,,,,,
205,00/03-09-065-12W5/0,6/17/2000 00:00:00,2722.0,2696.5,,,,,,,,,,,,,,
206,00/03-09-065-12W5/0,7/14/2009 00:00:00,2722.0,2696.5,,,,,,,,,,,,,,
207,00/03-09-065-12W5/0,12/23/2010 00:00:00,2722.0,2696.5,,,,,,,,,,,,,,
208,00/06-21-051-18W5/0,12/27/1985 00:00:00,2974.71,2974.7,,,,,,,,,,,,,,
209,00/06-21-051-18W5/0,1/28/1986 00:00:00,3065.0,3060.0,,,,,,,,,,,,,,
210,00/06-21-051-18W5/0,3/16/1986 00:00:00,3601.0,3597.5,,,,,,,,,,,,,,
211,00/06-21-051-18W5/0,7/13/1986 00:00:00,3601.0,3597.5,,,,,,,,,,,,,,
212,00/06-21-051-18W5/0,7/26/2006 00:00:00,3601.0,3597.5,,,,,,,,,,,,,,
213,00/06-21-051-18W5/0,12/17/2007 00:00:00,3601.0,3597.5,,,,,,,,,,,,,,
214,00/06-06-065-15W5/0,8/12/2010 00:00:00,1752.0,1743.2,,,,,,,,,,,,,,
215,00/13-24-055-22W5/0,1/19/1981 00:00:00,2100.0,2065.0,,,,,,,,,,,,,,
216,00/13-24-055-22W5/0,2/14/1981 00:00:00,3019.0,2999.0,,,,,,,,,,,,,,
217,00/13-24-055-22W5/0,8/15/1982 00:00:00,3019.0,2999.0,,,,,,,,,,,,,,
218,00/13-24-055-22W5/0,8/16/1982 00:00:00,3019.0,2999.0,,,,,,,,,,,,,,
219,00/13-24-055-22W5/0,3/30/1994 00:00:00,3019.0,2999.0,,,,,,,,,,,,,,
220,00/13-24-055-22W5/0,6/28/2014 00:00:00,3019.0,2999.2,,,,,,,,,,,,,,
221,00/13-24-055-22W5/0,6/14/2016 00:00:00,3019.0,2999.2,,,,,,,,,,,,,,
222,00/13-24-055-22W5/0,6/5/2003 00:00:00,3019.0,2999.0,9.05,0.59,0.56,8.44,73.49,0.68,,,,1.15,2.83,0.04,1.33,1.84
223,00/13-24-055-22W5/0,10/24/2003 00:00:00,3019.0,2999.0,10.81,4.71,2.36,9.94,64.45,0.21,,,,1.28,2.86,0.09,1.25,2.04
224,02/09-23-040-09W5/0,10/18/1956 00:00:00,2316.49,2316.48,,,,,,,,,,,,,,
225,02/09-23-040-09W5/0,12/8/1983 00:00:00,2321.4,2319.0,,,,,,,,,,,,,,
226,02/09-23-040-09W5/0,1/25/2006 00:00:00,2318.9,2276.9,,,,,,,,,,,,,,
227,02/09-23-040-09W5/0,1/18/2011 00:00:00,2318.9,2276.9,,,,,,,,,,,,,,
228,02/09-23-040-09W5/0,7/14/2016 00:00:00,2318.9,2276.9,,,,,,,,,,,,,,
229,02/09-23-040-09W5/0,5/27/2002 00:00:00,2318.9,2276.9,3.97,2.89,5.97,11.04,56.49,0.06,,,,1.76,4.74,0.01,6.68,6.39
230,02/09-23-040-09W5/0,5/12/1989 00:00:00,2319.1,2277.0,13.2,11.12,13.82,8.67,29.69,0.23,,,,3.61,4.87,0.03,9.38,5.38
231,02/09-23-040-09W5/0,9/24/1982 00:00:00,2321.0,2318.0,21.83,8.31,10.48,6.58,34.24,0.35,,,,2.63,4.08,0.03,7.27,4.2
232,02/09-23-040-09W5/0,1/14/2010 00:00:00,2318.9,2276.9,2.89,2.33,5.65,13.26,49.74,0.05,0.0,0.0,0.0,2.84,6.58,0.03,8.64,7.99
233,02/09-23-040-09W5/0,8/31/2018 00:00:00,2318.9,2276.9,3.21,2.54,5.49,12.3,60.16,0.05,0.0,0.0,0.0,1.75,3.58,0.03,5.82,5.07
234,02/09-23-040-09W5/0,4/24/2014 00:00:00,2318.9,2276.9,3.21,2.72,6.05,11.07,58.78,0.06,0.0,0.0,0.0,1.93,4.14,0.03,6.35,5.66
235,02/09-23-040-09W5/0,1/31/2012 00:00:00,2318.9,2276.9,3.75,3.15,6.67,11.3,57.47,0.06,0.0,0.0,0.0,1.94,4.1,0.04,5.78,5.74
