,Unnamed: 0,Unnamed: 0.1,Unnamed: 0_x,UWI,BHT,TrueTemp,Depth_SS(m),Field,TD (ft),Well_Id,Basin,TD_0,TD_1,TD_2,TD_3,TD_4,TD_5,TD_6,TD_7,TD_8,TD_9,TD_10,TD_11,TD_12,KB_0,KB_1,KB_2,KB_3,KB_4,KB_5,KB_6,KB_7,KB_8,KB_9,KB_10,KB_11,KB_12,Mud Wt_0,Mud Wt_1,Mud Wt_2,Mud Wt_3,Mud Wt_4,Mud Wt_5,Mud Wt_6,Mud Wt_7,Mud Wt_8,Mud Wt_9,Mud Wt_10,Mud Wt_11,Mud Wt_12,MW@Depth(KB)_0,MW@Depth(KB)_1,MW@Depth(KB)_2,MW@Depth(KB)_3,MW@Depth(KB)_4,MW@Depth(KB)_5,MW@Depth(KB)_6,MW@Depth(KB)_7,MW@Depth(KB)_8,MW@Depth(KB)_9,MW@Depth(KB)_10,MW@Depth(KB)_11,MW@Depth(KB)_12,Bottom_Hole_Location_X_0,Bottom_Hole_Location_Y_0,Elevation(f)_0,Elevation_Reference_0,Latitude_0,Longitude_0,Total_Depth(f)_0,X(f)_0,Y(f)_0,01_Wilcox_MD_ft_0,02_Midway_MD_ft_0,03_Navarro_MD_ft_0,04_Taylor_MD_ft_0,05_Anacacho_MD_ft_0,06_Austin_Chalk_MD_ft_0,07_Upper_Eagle_Ford_MD_ft_0,08_Lower_Eagle_Ford_MD_ft_0,09_Woodbine_MD_ft_0,10_Maness_MD_ft_0,11_Buda_MD_ft_0,12_Del_Rio_MD_ft_0,13_Georgetown_MD_ft_0,14_Edwards_MD_ft_0,15_Glen_Rose_MD_ft_0,16_Pearsal_MD_ft_0,17_James_Cow_Creek_MD_ft_0,18_Sligo_MD_ft_0,19_Cotton_Valley_MD_ft_0,td_0,Elevation_0,ElevationDatum_0,WGS84Latitude_0,WGS84Longitude_0,SurfLat_0,SurfLong_0,SurfaceLatitude_NAD83_0,SurfaceLongitude_NAD83_0,BottomLatitude_NAD83_0,BottomLongitude_NAD83_0,SurfaceLatitude_NAD27_0,SurfaceLongitude_NAD27_0,BottomLatitude_NAD27_0,BottomLongitude_NAD27_0,Measured Depth (ft)_0,Measured Depth (ft)_1,Measured Depth (ft)_2,Measured Depth (ft)_3,Total Vertical Depth (ft)_0,Total Vertical Depth (ft)_1,Total Vertical Depth (ft)_2,Total Vertical Depth (ft)_3,Spud Date_0,Spud Date_1,Spud Date_2,Spud Date_3,Completion Date_0,Completion Date_1,Completion Date_2,Completion Date_3,First Production Month_0,First Production Month_1,First Production Month_2,First Production Month_3,Elevation_0.1,Elevation_1,Elevation_2,Elevation_3,Oil Total Cum (bbl)_0,Oil Total Cum (bbl)_1,Oil Total Cum (bbl)_2,Oil Total Cum (bbl)_3,Gas Total Cum (mcf)_0,Gas Total Cum (mcf)_1,Gas Total Cum (mcf)_2,Gas Total Cum (mcf)_3,Water Total Cum (bbl)_0,Water Total Cum (bbl)_1,Water Total Cum (bbl)_2,Water Total Cum (bbl)_3,GOR Total Average_0,GOR Total Average_1,GOR Total Average_2,GOR Total Average_3,Plug Date_0,Plug Date_1,Plug Date_2,Plug Date_3,TD Date_0,TD Date_1,TD Date_2,TD Date_3,Drilling Days_0,Drilling Days_1,Drilling Days_2,Drilling Days_3,Last Production Month_0,Last Production Month_1,Last Production Month_2,Last Production Month_3,Gas Maximum (mcf)_0,Gas Maximum (mcf)_1,Gas Maximum (mcf)_2,Gas Maximum (mcf)_3,Gas Maximum Date_0,Gas Maximum Date_1,Gas Maximum Date_2,Gas Maximum Date_3,Oil Maximum (bbl)_0,Oil Maximum (bbl)_1,Oil Maximum (bbl)_2,Oil Maximum (bbl)_3,Oil Maximum Date_0,Oil Maximum Date_1,Oil Maximum Date_2,Oil Maximum Date_3,Water Maximum (bbl)_0,Water Maximum (bbl)_1,Water Maximum (bbl)_2,Water Maximum (bbl)_3,Water Maximum Date_0,Water Maximum Date_1,Water Maximum Date_2,Water Maximum Date_3,Liquid Injection Cum (bbl)_0,Liquid Injection Cum (bbl)_1,Liquid Injection Cum (bbl)_2,Liquid Injection Cum (bbl)_3,Gas Injection Cum (mcf)_0,Gas Injection Cum (mcf)_1,Gas Injection Cum (mcf)_2,Gas Injection Cum (mcf)_3,Bottom Hole Location X_m_NAD27_Zone 11N (120 W to 114 W)_0,Bottom Hole Location Y_m_NAD27_Zone 11N (120 W to 114 W)_0,Elevation(m above sea level)_0,01_Battle (Surbiton)[SSTVD] (m)_0,02_Lea_Park (Surbiton)[SSTVD] (m)_0,03_1st_White_Speckled_Shale (Surbiton)[SSTVD] (m)_0,04_2nd_White_Speckled_Shale (Surbiton)[SSTVD] (m)_0,05_Fish_scales (Surbiton)[SSTVD] (m)_0,06_Mannville_Top (Surbiton)[SSTVD] (m)_0,07_Ostracod_Beds (Surbiton)[SSTVD] (m)_0,08_Jurassic_Top (Surbiton)[SSTVD] (m)_0,09_Montney_Top (Surbiton)[SSTVD] (m)_0,10_Permian_Top (Surbiton)[SSTVD] (m)_0,11_Wabamun (Surbiton)[SSTVD] (m)_0,12_Winterburn (Surbiton)[SSTVD] (m)_0,13_Woodbend (Surbiton)[SSTVD] (m)_0,14_Duvernay_Top (Surbiton)[SSTVD] (m)_0,15_Beaverhill (Surbiton)[SSTVD] (m)_0,16_Elk_Point (Surbiton)[SSTVD] (m)_0,17_Precambrian Basement (Surbiton)[SSTVD] (m)_0,Elevation Meters_0,ElevationDatum_0.1,TD meters_0,SurfaceLatitude_NAD83_0.1,SurfaceLongitude_NAD83_0.1,BottomLatitude_NAD83_0.1,BottomLongitude_NAD83_0.1,SurfaceLatitude_NAD27_0.1,SurfaceLongitude_NAD27_0.1,BottomLatitude_NAD27_0.1,BottomLongitude_NAD27_0.1,Measured Depth (ft)_0.1,Total Vertical Depth (ft)_0.1,Spud Date_0.1,Completion Date_0.1,First Production Month_0.1,Elevation_0.2,Oil Total Cum (bbl)_0.1,Gas Total Cum (mcf)_0.1,Water Total Cum (bbl)_0.1,GOR Total Average_0.1,Plug Date_0.1,First Production Date_0,Elevation Drill Floor (ft)_0,Elevation Ground (ft)_0,Elevation Kelly Bushing (ft)_0,Last Production Month_0.1,Gas Maximum (mcf)_0.1,Gas Maximum Date_0.1,Oil Maximum (bbl)_0.1,Oil Maximum Date_0.1,Water Maximum (bbl)_0.1,Water Maximum Date_0.1,Yield Total Average_0,Unnamed: 0_y,Unnamed: 1,1200.0_GRWS,1500.0_GRWS,1800.0_GRWS,2100.0_GRWS,2400.0_GRWS,2700.0_GRWS,3000.0_GRWS,3300.0_GRWS,3600.0_GRWS,3900.0_GRWS,4200.0_GRWS,4500.0_GRWS,4800.0_GRWS,5100.0_GRWS,5400.0_GRWS,5700.0_GRWS,6000.0_GRWS,6300.0_GRWS,6600.0_GRWS,6900.0_GRWS,7200.0_GRWS,7500.0_GRWS,7800.0_GRWS,8100.0_GRWS,8400.0_GRWS,8700.0_GRWS,9000.0_GRWS,WellName,LogType,300.0_GRWS,600.0_GRWS,900.0_GRWS,9300.0_GRWS,9600.0_GRWS,9900.0_GRWS,10200.0_GRWS,10500.0_GRWS,10800.0_GRWS,11100.0_GRWS,11400.0_GRWS,11700.0_GRWS,12000.0_GRWS,12300.0_GRWS,12600.0_GRWS,12900.0_GRWS,13200.0_GRWS,13500.0_GRWS,13800.0_GRWS,14100.0_GRWS,14400.0_GRWS,14700.0_GRWS,15000.0_GRWS,15300.0_GRWS,15600.0_GRWS,15900.0_GRWS,16200.0_GRWS,16500.0_GRWS,16800.0_GRWS,17100.0_GRWS,17400.0_GRWS,17700.0_GRWS,18000.0_GRWS,18300.0_GRWS,18600.0_GRWS,18900.0_GRWS,19200.0_GRWS,19500.0_GRWS,19800.0_GRWS,20100.0_GRWS,20400.0_GRWS,20700.0_GRWS,21000.0_GRWS,21300.0_GRWS,21600.0_GRWS,21900.0_GRWS,22200.0_GRWS,22500.0_GRWS,22800.0_GRWS,23100.0_GRWS,23400.0_GRWS,23700.0_GRWS,24000.0_GRWS,Set,CLS_Lat,CLS_Long,CLS_Depth_ft,fmtn,Krig_Temp
158,158,158,158,100062007823W500,18.0,66.22,1298.1,Duvernay,,100062007823W500,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466353.45,6180489.98,560.9,,,,,,89.9,-279.1,-341.1,-389.1,-482.1,-1243.1,-1506.1,-1605.1,-1712.89,-1728.44,-1837.86,,560.9,KB,2430.0,55.770872,-117.537674,55.770872,-117.537674,55.770872,-117.537674,55.770872,-117.537674,7972.0,7972.0,1985-05-31,2017-12-15,,1824 GL,,,,,,,,1824.0,1841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training,55.770872,-117.537674,7972.0,DVN,61.864740285275374
159,159,159,159,100062105118W500,103.0,104.15,2057.5,Duvernay,,100062105118W500,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526826.28,5918279.63,1005.0,,-742.5,-897.1,-1306.0,-1598.0,-1648.0,-1847.0,-1974.3,,,-2340.0,-2569.0,-2760.7,-2940.5,-2976.5,-3093.9,,1005.0,KB,4115.3,53.414906,-116.597527,53.414906,-116.597527,53.414906,-116.597527,53.414906,-116.597527,13501.0,13501.0,1985-11-25,1986-03-07,1988-12-01,3284 GL,9.435,22551434.287,61693.605,2390189113.62,,1988-12-01,,3284.0,3297.0,2015-01-01,345642.303,1989-12-01,4.403,2006-06-01,2015.255,1995-05-01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training,53.414906,-116.597527,13501.0,DVN,93.83284922852631
160,160,160,160,100062106425W500,66.1,,1233.5,Duvernay,,100062106425W500,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453220.35,6044739.06,848.4,,-180.26,-280.6,-583.1,-856.4,-928.6,-1248.6,-1363.6,-1430.6,-1565.6,-2087.6,-2306.1,-2526.6,-2699.4,-2736.68,-2830.86,,848.4,KB,3707.0,54.549972,-117.724468,54.549972,-117.724468,54.549972,-117.724468,54.549972,-117.724468,12162.0,12162.0,1990-08-02,,,2766 GL,,,,,,,,2766.0,2782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validation_Testing,54.549972,-117.724468,12162.0,DVN,80.66219304035705
161,161,161,161,100062203325W400,55.6,66.8,802.6,Duvernay,,100062203325W400,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743200.44,5749172.27,927.9,,-40.72,-172.1,-442.6,-563.1,-668.1,-777.1,,,,-1009.1,-1210.6,-1279.1,-1395.1,-1434.41,-1694.1,,927.9,KB,2648.0,51.842325,-113.470327,51.842325,-113.470327,51.842325,-113.470327,51.842325,-113.470327,8688.0,8688.0,1992-07-28,1993-10-21,,3025 GL,,,,,,,,3025.0,3045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training,51.842325,-113.470327,8688.0,DVN,70.77171404293092
162,162,162,162,100062303619W400,38.89,,401.1500000000001,Duvernay,,100062303619W400,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800284.52,5781382.97,879.0,,219.4,55.1,-164.9,-247.51,-341.7,,,,,-543.2,-726.1,-782.2,-914.7,-1057.4,-1222.9,,879.0720400000001,KB,2162.657431,52.103344,-112.615793,52.103344,-112.615793,52.103344,-112.615793,52.103344,-112.615793,7096.0,7096.0,1971-08-26,,,2871 GL,,,,,,,,2871.0,2884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validation_Testing,52.103344,-112.615793,7096.0,DVN,57.24517442596156
163,163,163,163,100062306318W500,88.89,100.23,2150.2,Duvernay,,100062306318W500,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525060.56,6034832.25,806.2,,-55.5,-153.0,-406.9,-665.0,-701.0,-933.3,-975.4,-1046.7,-1074.4,-1428.0,-1651.4,-1778.5,-2033.6,-2095.5,-2205.2,,806.2224500000001,KB,3037.1268400000004,54.462511,-116.614559,54.462511,-116.614559,54.462511,-116.614559,54.462511,-116.614559,9961.0,9961.0,1971-01-26,,,2628 GL,,,,,,,,2628.0,2644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training,54.462511,-116.614559,9961.0,DVN,82.81816477777971
164,164,164,164,100062307218W500,35.0,56.71,506.85,Duvernay,,100062307218W500,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521641.17,6122215.88,715.4,,,338.7,172.9,5.2,-69.8,-417.0,,-507.6,-510.5,-1025.0,-1267.6,-1394.4,-1662.27,-1706.2,-1811.4,,715.3890700000001,KB,2557.3863810000003,55.247943,-116.660887,55.247943,-116.660887,55.247943,-116.660887,55.247943,-116.660887,8389.0,8389.0,1977-02-26,,,2329 GL,,,,,,,,2329.0,2346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training,55.247943,-116.660887,8389.0,DVN,63.71103028200957
165,165,165,165,100062406517W500,75.0,83.02,1286.0,Duvernay,,100062406517W500,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536520.85,6054289.61,944.5,,83.1,-2.7,-234.9,-438.3,-512.4,-763.2,-806.5,,,-1228.9,-1448.6,-1577.5,-1840.3,-1895.5,-2021.0,,944.5,KB,3007.5,54.636661,-116.435394,54.636661,-116.435394,54.636661,-116.435394,54.636661,-116.435394,9865.0,9865.0,1979-02-25,2008-02-26,,3084 GL,,,,,,,,3084.0,3100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training,54.636661,-116.435394,9865.0,DVN,77.44793020945436
166,166,166,166,100062506412W500,57.3,69.18,557.5999999999999,Duvernay,,100062506412W500,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585333.92,6046799.27,1029.4,,184.4,87.4,-116.6,-291.13,-358.6,-532.6,,,,-874.6,-1111.6,-1237.1,-1522.24,-1557.6,-1704.6,,1029.4,KB,2765.0,54.563503,-115.681492,54.563503,-115.681492,54.563503,-115.681492,54.563503,-115.681492,9072.0,9072.0,1982-11-20,1992-08-12,,3363 GL,,,,,,,,3363.0,3376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training,54.563503,-115.681492,9072.0,DVN,82.60492467316811
167,167,167,167,100062604715W500,79.44,112.29,2022.5000000000005,Duvernay,,100062604715W500,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561103.8,5881536.19,1175.6,372.3,-876.6,-996.7,-1390.5,-1603.6,-1654.8,-1847.4,-1933.4,,,-2303.2,-2513.7,-2660.0,-2841.7,-2894.1,-3034.3,,1175.6,KB,4262.9,53.081803,-116.088884,53.081803,-116.088884,53.081803,-116.088884,53.081803,-116.088884,13986.0,13986.0,1960-01-06,1989-07-30,1961-12-01,3858 GL,18987.051,362434.43,5130.611,19088.506,,1972-09-01,,3858.0,3858.0,2020-12-01,18024.606,1974-07-01,1329.666,1974-08-01,713.894,1974-08-01,52.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training,53.081803,-116.088884,13986.0,DVN,95.1418155494283
168,168,168,168,100062605918W500,75.56,79.04,1208.1,Duvernay,,100062605918W500,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526596.97,5997736.88,908.0,,-268.5,-369.1,-645.9,-865.9,-945.2,-1168.9,-1228.0,-1303.6,-1337.8,-1618.8,-1851.0,-1996.1,-2212.2,-2264.4,-2396.0,,907.632737,KB,3310.8462200000004,54.129077,-116.594157,54.129077,-116.594157,54.129077,-116.594157,54.129077,-116.594157,10856.0,10856.0,1969-06-03,1996-08-16,1970-03-01,2966 GL,2848.655,123738570.815,835530.922,43437541.863,,1972-01-16,,2966.0,2979.0,1997-12-01,741583.287,1981-01-01,2848.655,1970-03-01,21485.365,1997-03-01,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training,54.129077,-116.594157,10856.0,DVN,89.4631864301143
169,169,169,169,100062705713W500,98.0,70.03,1045.1,Duvernay,,100062705713W500,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575422.11,5978683.14,764.1,,-197.87,-299.4,-548.4,-729.9,-805.9,,-991.93,,-1106.58,-1312.9,-1524.61,-1652.44,-1911.4,-1964.9,-2098.4,,764.1,KB,2894.0,53.953028,-115.851796,53.953028,-115.851796,53.953028,-115.851796,53.953028,-115.851796,9488.0,9488.0,1979-03-01,,,2493 GL,,,,,,,,2493.0,2507.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training,53.953028,-115.851796,9488.0,DVN,76.39785747115187
170,170,170,170,100062804714W500,48.33,58.36,557.8,Duvernay,,100062804714W500,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567588.19,5881593.07,1131.4,,-833.6,-950.7,-1335.7,-1536.5,-1585.3,,-1820.04,,,-2199.8,-2407.07,-2568.01,-2754.34,-2811.5,-2945.9,,1131.3754694,KB,4125.024211000001,53.081532,-115.992065,53.081532,-115.992065,53.081532,-115.992065,53.081532,-115.992065,13533.0,13533.0,1960-12-16,2007-09-29,1961-12-01,3698 GL,2358.679,3527.935,526.457,1495.725,,1961-07-23,,3698.0,3711.0,1962-10-01,1476.153,1961-12-01,970.518,1961-12-01,215.112,1961-12-01,668.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training,53.081532,-115.992065,13533.0,DVN,93.3021515472666
171,171,171,171,100062904514W500,102.2,111.57,2126.7000000000003,Duvernay,,100062904514W500,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567397.53,5862148.89,1155.1,,-873.4,-1010.4,-1496.7,-1710.8,-1794.2,,,,,-2407.0,-2634.1,-2758.1,-2968.5,-3009.4,-3154.0,,1155.1,KB,4891.6,52.906526,-115.999666,52.906756,-115.999037,52.906526,-115.999666,52.906756,-115.999037,16047.0,16043.0,1979-03-05,,,3763 GL,,,,,,,,3763.0,3789.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training,52.906526,-115.999666,16043.0,DVN,96.5056542437294
172,172,172,172,100062904601W500,32.5,,70.10000000000002,Duvernay,,100062904601W500,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693980.66,5875446.91,884.4,,-75.6,-221.1,-473.6,-613.1,-674.6,-808.6,,,,-950.6,-1159.6,-1229.6,-1471.6,-1540.1,,,884.4,KB,2460.0,52.995425,-114.110593,52.995425,-114.110593,52.995425,-114.110593,52.995425,-114.110593,8071.0,8071.0,1984-09-09,1999-09-22,1985-01-01,2887 GL,22991.144,103482.566,3822.317,4500.975,,1985-01-12,,2887.0,2900.0,1995-03-01,4774.543,1991-04-01,1621.513,1985-03-01,224.546,1986-02-01,222.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validation_Testing,52.995425,-114.110593,8071.0,DVN,55.47665110797029
173,173,173,173,100062905416W500,43.33,60.46,792.0,Duvernay,,100062905416W500,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544462.04,5949127.93,920.5,,-470.9,-595.0,-931.8,-1118.4,-1185.7,-1372.4,-1432.3,,-1530.4,-1782.2,-1999.07,-2113.5,-2375.3,-2401.5,-2549.6,,920.2366305000002,KB,3537.6248600000004,53.690989,-116.327824,53.690989,-116.327824,53.690989,-116.327824,53.690989,-116.327824,11608.0,11608.0,1968-08-30,,,3005 GL,,,,,,,,3005.0,3022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Training,53.690989,-116.327824,11608.0,DVN,84.38567037473568
174,174,174,174,100062905913W500,84.44,,1966.3,Duvernay,,100062905913W500,DV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570825.22,5998118.61,821.1,,-86.3,-211.0,-457.2,-639.69,-716.9,-919.09,,,-1026.38,-1242.4,-1466.4,-1662.4,-1869.7,-1900.8,-2034.9,,821.1581400000001,KB,2871.91982,54.128325,-115.917351,54.128325,-115.917351,54.128325,-115.917351,54.128325,-115.917351,9423.0,9423.0,1961-12-05,,,2684 GL,,,,,,,,2684.0,2694.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Validation_Testing,54.128325,-115.917351,9423.0,DVN,77.22940433663753
