,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,UWI,ELEV_M,Lat,Long,TVDMKB,TVDMSS,DST_TVDMSS,DST_TempC,BinDepth,TT_TVDMSS,TrueTemp,Set,SLOG_TVDFT,SLOG_TEMPC,fmtn,SLOG_TVDM,TrueTempGrad_CpM,SLOG_TempGrad_CpM,CLS_TrueTempGrad_CpM,DST_TempGrad_CpM,CLS_DEPTH_M,CLS_GAMMA,CLS_MUDTEMPC,CLS_RESISTIVITY,CLS_POROSITY,Krig_CLS_GAMMA,Krig_CLS_MUDTEMPC,Krig_CLS_RESISTIVITY,Krig_CLS_POROSITY,Krig_CLS_TrueTempGrad_CpM,Krig_EX_TrueTemp,Krig_EX_TrueTempGrad_CpM,Krig_CLS_CumOil_bbl,Krig_CLS_CumGas_mcf,Krig_CLS_CumWater_bbl,Krig_CLS_OGR_bblmmcf,CLS_TrueTemp,log_CLS_TrueTempGrad_CpM,log_TVDMSS,EX_TrueTemp,Cluster
23,23,23,23,100073008009W500,652.2,55.961351,-115.393171,1776.0695431657746,1123.8695431657743,1123.7999999999995,45.0,"(1120, 1140]",,,Training,,,DVN,,,,,0.0400427122263748,1100.0,9.9344,20.0,114.9314,0.088,22.07989671514572,28.883462973155897,46.730741388468935,0.1931854544895055,0.0651852401292823,61.507652944120544,0.0543974602294061,208052.2061799844,70574.18319321572,210813.6472723447,2.1440031294021944,,,3.0507159020058103,66.65,Cluster 1
24,24,24,24,100140307021W500,652.3,55.03664,-117.120132,2834.944709281769,2182.64470928177,669.7,46.9,"(2180, 2200]",2200.0,95.86,Training,,,DVN,,0.0435727272727272,,0.0435727272727272,0.070031357324175,2200.0,11.1731,18.0,0.1,0.0235,25.83856505324234,36.34392644507821,313.0804998618921,0.0635544654830541,0.0571471790171678,71.67557308231751,0.0326345459504136,503611.43902550056,-4709553.268399516,962407.428445856,-1.0497026427203284,95.86,-1.360785256166438,3.338983047043884,56.96,Cluster 2
25,25,25,25,100061608009W500,653.0,55.933141,-115.347706,1809.9023420831247,1156.9023420831252,1142.0,46.0,"(1140, 1160]",,,Training,,,DVN,,,,,0.0402802101576182,1150.0,15.2316,21.1,71.6235,0.0708,23.65403184136653,29.078470530601606,40.29753075323946,0.1915978996034429,0.0638162276467444,62.18754996914337,0.0548429013152596,203334.0846621612,168991.86053509903,210757.9208698989,3.3395130321882864,,,3.063296700278938,68.02,Cluster 1
26,26,26,26,100022008108W500,653.4,56.030551,-115.210209,1790.090342717109,1136.6903427171092,1093.6,50.0,"(1120, 1140]",,,Training,,,DVN,,,,,0.0457205559619605,1150.0,21.4603,18.0,25.8859,0.1728,25.50889838292881,27.649457979464263,40.67155890778712,0.2066394268194762,0.0571918761416768,61.71656691520305,0.0566313436216474,151510.86243204732,1819753.0207466767,77900.31760844945,-0.1476552890324707,,,3.0556421702590297,66.98,Cluster 1
27,27,27,27,100063008009W500,655.8,55.962769,-115.401495,1761.134343643701,1105.334343643701,1104.8,43.9,"(1100, 1120]",1120.0,67.02,Training,,,DVN,,0.0598392857142857,,0.0598392857142857,0.0397356987690079,1100.0,5.5028,29.0,109.3803,0.2505,21.848646261269582,28.907604304325066,47.58927702661371,0.1928460797422636,0.0655526301392345,61.444767519723655,0.0542828665160541,210322.79087406228,5843.68185715087,215214.352052952,2.112990036701963,67.02,-1.223013599170929,3.043493664117576,66.76,Cluster 1
28,28,28,28,100033008009W500,655.0,55.958354,-115.401063,1752.9047439070482,1097.9047439070482,1082.4,48.89,"(1080, 1100]",1100.0,66.41,Training,,,DVN,,0.0603727272727272,,0.0603727272727272,0.0451681448632668,1089.6599651308811,14.60355,42.22222222222222,77.55125,,21.98879869823676,29.01734909347887,46.79361564472256,0.1917490499821507,0.0657043118996588,61.57716598576989,0.0542478089773456,212621.0177232285,-70033.24812228853,222992.105353558,2.469165181461152,66.41,-1.2191592049193816,3.0405646616167,65.05,Cluster 1
29,29,29,29,100022007907W500,656.1,55.856291,-115.054382,1709.9279452823057,1053.8279452823058,1042.9,41.6,"(1040, 1060]",1060.0,65.77,Training,,,DVN,,0.0620471698113207,,0.0620471698113207,0.0398887716943139,1050.0,60.3075,17.8,11.1062,0.1061,31.63287248737732,28.89959415784481,17.6202972001605,0.1924163625334544,0.0546628353413129,64.20386334913616,0.0572190410358028,151814.61169410314,1546324.7254474773,114836.24925920289,5.900531726139879,65.77,-1.2072780234055145,3.022769710958142,65.1,Cluster 1
30,30,30,30,100023407808W500,655.6,55.798457,-115.148985,1752.9047439070482,1097.3047439070483,1097.4,49.0,"(1080, 1100]",,,Validation_Testing,,,DVN,,,,,0.0446509932567887,1100.0,77.0273,54.0,4.0359,0.25095,30.050508169224404,29.825621702121,17.89260857089977,0.1834657823320084,0.0588449538934973,64.50796600232779,0.0561010482542085,183228.12503208668,464812.5810056358,199611.1106405253,8.24302692605126,,,3.040327256761193,,Cluster 1
31,31,31,31,100042108108W500,658.4,56.030338,-115.198615,1769.9735433608466,1111.5735433608463,1100.3000000000002,48.89,"(1100, 1120]",1120.0,68.93,Training,,,DVN,,0.0615446428571428,,0.0615446428571428,0.0444333363628101,1112.5199643993612,60.25135,52.22222222222222,14.6486,,26.01729462909317,27.59097070203872,39.64218812132108,0.2072404822625694,0.0564281734320003,61.82946279196704,0.0568383403227688,147105.0366338608,1957874.146758132,68885.59363123051,-0.1612253659886593,68.93,-1.2108097441759953,3.0459382015551992,68.02,Cluster 1
32,32,32,32,100020807907W500,659.0,55.827183,-115.053728,1734.0071445117717,1075.0071445117717,1048.0,51.4,"(1060, 1080]",1080.0,67.08,Training,,,DVN,,0.0621111111111111,,0.0621111111111111,0.0490458015267175,1100.0,26.4155,12.7,48.5273,0.1221,31.93298276118669,29.18288017874844,15.50358410954114,0.1893613828736418,0.0552014172308029,64.45669172104257,0.057035179406171,156982.8415663393,1317686.709083446,131951.73185840982,6.937524287898797,67.08,-1.2068307015529016,3.031411350588115,66.16,Cluster 1
33,33,33,33,100022208108W500,659.0,56.030769,-115.158833,1784.9087428829205,1125.9087428829205,1118.0,61.11,"(1120, 1140]",1140.0,69.06,Training,,,DVN,,0.060578947368421,,0.060578947368421,0.0546601073345259,1135.3799636678411,18.07785,43.22222222222222,32.137575,,27.04291889444888,27.469933076830053,37.77215092391711,0.2084198478277724,0.0549013969783649,62.04596272650422,0.0572427378318227,138322.09938916174,2236543.278025197,50682.79533239536,-0.2119242624146249,69.06,-1.2176782773230377,3.051503191520227,68.64,Cluster 1
34,34,34,34,100160707808W500,659.7,55.750217,-115.218682,1783.994342912181,1124.294342912181,1086.2999999999995,61.0,"(1120, 1140]",,,Validation_Testing,,,DVN,,,,,0.0561539169658473,1100.0,13.1289,22.0,227.6245,0.1606,28.83142687503401,30.477955089416824,20.027121725855828,0.1770663468918171,0.0618280026459176,64.6998127266443,0.0552500998715075,206692.21248666727,-294952.73580186086,262997.7249682937,9.694482372566467,,,3.0508800254392634,,Cluster 1
35,35,35,35,100050806905W600,660.2,54.958597,-118.73289,3841.089477085137,3180.8894770851366,2643.8,78.33,"(3180, 3200]",,,Validation_Testing,,,DVN,,,,,0.0296278084575232,3185.159898074883,16.642049999999998,,1810.43735,,28.39636355949842,24.304137832508985,727.8784566833885,0.0214454842194296,-0.0244482041046198,85.01068088442372,0.0273560862257157,-141283.0172860278,-8999771.714257766,-1384962.9829151204,2.482665993923674,,,3.502548579410434,,Cluster 0
36,36,36,36,100023608010W500,661.0,55.971211,-115.417427,1768.1447434193683,1107.1447434193683,1063.0,49.86,"(1100, 1120]",,,Training,,,DVN,,,,,0.0469049858889934,1100.0,14.6522,18.0,255.4576,0.2529,21.47670019831808,28.82088151139286,49.2763866286021,0.1936058778856146,0.0657666975713635,61.24704639828269,0.0542014673490236,210258.03775634323,17481.370980635722,211715.0682931436,1.7233873631727217,,,3.044204402413534,64.9,Cluster 1
37,37,37,37,100102008007W500,661.7,55.950222,-115.055286,1698.040745662696,1036.340745662696,-57.700000000000045,29.0,"(1020, 1040]",1040.0,66.06,Training,,,DVN,,0.0635192307692307,,0.0635192307692307,0.0488248029824474,1050.0,33.5186,11.1,10.9956,0.07565,30.570037768124067,27.935727831708128,26.00357751974336,0.2027747547288765,0.0527522481586029,63.3069331036866,0.0577888194036207,133130.6275639612,2319505.60219508,55075.18947302904,2.3859287104415148,66.06,-1.1970947699433854,3.015502573584927,31.27,Cluster 1
38,38,38,38,100080907321W500,661.7,55.309031,-117.158089,2751.1247119640093,2089.424711964009,474.29999999999984,42.6,"(2080, 2100]",,,Training,,,DVN,,,,,0.0898165717900063,2100.0,14.503,3.3,2002.1358,0.0148,18.84754246562513,33.53466340973639,367.0253179055528,0.0755960280458523,0.0749590079023326,65.46700441772184,0.0318179929124866,504773.9444999499,-8363530.803440079,742750.4698940489,-4.237437638226008,,,3.320026726871048,51.95,Cluster 2
39,39,39,39,100161108108W500,662.3,56.01252,-115.126269,1805.0255422391824,1142.7255422391827,1028.4,46.11,"(1140, 1160]",,,Training,,,DVN,,,,,0.0448366394399066,1135.3799636678411,20.4725,45.22222222222222,72.316375,,28.06470590596924,27.57961987657581,34.44757609545416,0.2071348118693835,0.0541661660304417,62.41384288766761,0.0574465471644771,136159.160968278,2289905.38988488,50423.07950712839,0.4510743000214449,,,3.057941934853749,64.81,Cluster 1
40,40,40,40,100103108008W500,662.6,55.979796,-115.237161,1822.094341692981,1159.494341692981,1159.8000000000002,58.89,"(1140, 1160]",,,Training,,,DVN,,,,,0.0507759958613554,1165.859962692481,48.872,48.22222222222222,88.9111,,25.78134961657092,28.337940584036414,36.07527035129924,0.1995084047117343,0.0590757374346278,62.30446755245266,0.056174034574663,169449.5427551613,1212189.0584581597,129963.32672012784,2.021042813994334,,,3.0642686336316074,69.07,Cluster 1
41,41,41,41,100100808007W500,662.9,55.922214,-115.053769,1709.9279452823057,1047.0279452823056,1027.3000000000002,43.9,"(1040, 1060]",1060.0,66.36,Training,,,DVN,,0.0626037735849056,,0.0626037735849056,0.0427333787598559,1050.0,54.0155,16.6,8.4376,0.2247,30.89880327562026,28.22788659242885,23.274561311218843,0.1996409252880204,0.0533439975937911,63.584639282551855,0.0576248666832016,138969.0492738701,2085969.9677283785,73430.87735468759,3.448830384062764,66.36,-1.2033994879124477,3.019958273197407,65.46,Cluster 1
42,42,42,42,100023008008W500,663.5,55.958219,-115.237392,1812.03594201485,1148.53594201485,1148.2000000000005,43.33,"(1140, 1160]",1160.0,69.51,Training,,,DVN,,0.0599224137931034,,0.0599224137931034,0.037737327991639,1135.3799636678411,23.468025,50.22222222222222,13.91885,,26.03418538580565,28.546085513691484,34.337703019417944,0.1973515746545195,0.0594316058261275,62.533122379850965,0.0560865146331305,173767.73592239982,1057330.3359842452,143999.09477306376,2.7368039451213777,69.51,-1.2224107007172809,3.060144590453532,69.18,Cluster 1
43,43,43,43,100042608008W500,663.9,55.958139,-115.145607,1823.00874166372,1159.10874166372,1038.7,43.89,"(1140, 1160]",,,Validation_Testing,,,DVN,,,,,0.0422547415038028,1165.859962692481,22.186225,18.222222222222225,23.05675,,28.274309417361003,28.25361951234524,29.568605534748897,0.2001371234352409,0.0560884190607047,62.95230932159116,0.0569701603265082,153314.95561314648,1679488.2276277295,99967.82953370592,2.644964976303041,,,3.0641241811656585,,Cluster 1
44,44,44,44,100101608108W500,664.2,56.023075,-115.184953,1809.9023420831247,1145.7023420831251,1024.7999999999995,52.4,"(1140, 1160]",,,Validation_Testing,,,DVN,,,,,0.0511319281811085,1150.0,13.1202,27.0,49.973,0.142,26.40031204327764,27.665374251902453,38.12963768705161,0.2064533194364281,0.056244589607972,61.99850912024126,0.0568985023356223,147170.43715465412,1948266.9447682293,71411.45475490506,0.1908154553347943,,,3.0590718008932227,,Cluster 1
45,45,45,45,100040808007W500,665.1,55.914744,-115.066842,1709.9279452823057,1044.8279452823058,1028.9,39.1,"(1040, 1060]",,,Validation_Testing,,,DVN,,,,,0.0380017494411507,1050.0,12.5424,10.0,0.1,0.3198499999999999,30.752256727004827,28.362477186928,22.766306376503227,0.198309005997151,0.0539022740384103,63.6438705697057,0.0574832027072745,143129.42550046404,1936576.2271508712,84655.59484863508,3.8394438541427673,,,3.019044779857105,,Cluster 1
46,46,46,46,100102508009W500,665.4,55.965337,-115.263272,1823.92314163446,1158.5231416344595,1062.8,57.22,"(1140, 1160]",1160.0,69.33,Training,,,DVN,,0.0597672413793103,,0.0597672413793103,0.0538389160707564,1165.859962692481,21.241375,56.22222222222222,42.95765,,25.17307370750364,28.53240127732825,37.04895487996113,0.1974745336547214,0.0603720120224532,62.26236242497065,0.0558203751455192,178446.8899851796,930983.9562890969,151263.56735671076,2.373380121806204,69.33,-1.223536789028147,3.063904713295411,65.23,Cluster 1
47,47,47,47,100021708007W500,666.8,55.928606,-115.055106,1708.0991453408274,1041.2991453408274,1028.2000000000005,42.4,"(1040, 1060]",1060.0,66.7,Training,,,DVN,,0.0629245283018868,,0.0629245283018868,0.0412371134020618,1050.0,62.6222,20.4,5.92535,0.0821,30.89880327562026,28.22788659242885,23.274561311218843,0.1996409252880204,0.0533439975937911,63.584639282551855,0.0576248666832016,138969.0492738701,2085969.9677283785,73430.87735468759,3.448830384062764,66.7,-1.2011800313482213,3.0175755119386447,65.56,Cluster 1
48,48,48,48,100060807808W500,667.1,55.742313,-115.20897,1805.9399422099216,1138.839942209922,-59.10000000000002,58.9,"(1120, 1140]",1140.0,69.35,Training,,,DVN,,0.0608333333333333,,0.0608333333333333,0.0488248029824474,1150.0,37.06395,,11.28885,0.0441,29.166133541226905,30.535439928445204,18.929893735919265,0.1763946869801179,0.0616256444913703,64.81918276457678,0.0552799633124465,205872.67511824143,-300283.88480768027,263174.7544812838,10.025027393544926,69.35,-1.2158583859271692,3.056462690629082,32.52,Cluster 1
49,49,49,49,100123007807W500,667.9,55.790875,-115.083627,1765.0967435169043,1097.1967435169045,1056.1,52.3,"(1080, 1100]",,,Validation_Testing,,,DVN,,,,,0.0495218255846984,1100.0,17.9778,22.0,84.8454,0.1715,31.49385612782709,29.58653924963092,14.891495081401583,0.1853919937814585,0.0567638772656253,64.6445507268237,0.0566043727933588,169000.23206403133,879812.3243555938,165702.6336629103,8.078048538253196,,,3.0402845099471314,,Cluster 1
50,50,50,50,100043008007W500,668.6,55.95753,-115.094448,1716.023945087234,1047.4239450872335,1023.9,45.0,"(1040, 1060]",1060.0,66.59,Training,,,DVN,,0.0628207547169811,,0.0628207547169811,0.0439496044535599,1050.0,9.1476,20.0,25.4821,0.158,29.54350688251415,28.07993364565589,27.44239583915128,0.2016219037996755,0.054233031784506,63.15747544413226,0.0574331071217447,142059.51657436354,2032846.972727209,75101.57911318587,2.521875178935714,66.59,-1.2018968503722258,3.020122498055428,65.74,Cluster 1
51,51,51,51,100041407808W500,669.0,55.754076,-115.136312,1759.915143682715,1090.915143682715,1083.6,56.67,"(1080, 1100]",1100.0,67.89,Training,,,DVN,,0.0617181818181818,,0.0617181818181818,0.052297895902547,1089.6599651308811,13.051775,41.22222222222222,36.33405,,30.69239123339235,30.164561359847426,15.23105789661646,0.1797487318539726,0.0591146287632935,64.88386502464334,0.0559414063304103,187348.5936760385,239524.94479476137,216923.5129200105,9.57984730431869,67.89,-1.2095868764838342,3.0377909705117183,67.08,Cluster 1
